scenario_model,scenario_depth,respondent_id,timestamp,weight_accuracy,weight_contiguity,weight_residual,weight_replicon,combo,rank,overall_score,is_eligible,is_near_tie,is_winner,scoring_version,source_data_hash,survey_data_hash,source_data_commit
hac,20x,18,2026-06-16T15:11:47.298850+00:00,20.0,40.0,15.0,25.0,filtlong-barbell,17,62.5893649579723,True,False,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,19,2026-06-19T04:21:03.491271+00:00,30.0,10.0,10.0,50.0,seqkit-dorado,1,94.25281608247795,True,False,True,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,19,2026-06-19T04:21:03.491271+00:00,30.0,10.0,10.0,50.0,chopper-dorado,2,92.26022496421909,True,True,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,19,2026-06-19T04:21:03.491271+00:00,30.0,10.0,10.0,50.0,unprocessed-porechop_abi,3,91.28489345061482,True,True,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,19,2026-06-19T04:21:03.491271+00:00,30.0,10.0,10.0,50.0,unprocessed-dorado,4,89.94862348617276,True,False,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,19,2026-06-19T04:21:03.491271+00:00,30.0,10.0,10.0,50.0,seqkit-barbell,5,87.56819336517648,True,True,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,19,2026-06-19T04:21:03.491271+00:00,30.0,10.0,10.0,50.0,unprocessed-untrimmed,6,87.53837985908132,True,True,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,19,2026-06-19T04:21:03.491271+00:00,30.0,10.0,10.0,50.0,chopper-barbell,7,84.97848115447597,True,False,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,19,2026-06-19T04:21:03.491271+00:00,30.0,10.0,10.0,50.0,fastplong-all,8,76.47938440090009,True,True,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,19,2026-06-19T04:21:03.491271+00:00,30.0,10.0,10.0,50.0,seqkit-porechop_abi,9,76.3734718884588,True,True,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,19,2026-06-19T04:21:03.491271+00:00,30.0,10.0,10.0,50.0,chopper-porechop_abi,10,75.14367529406508,True,False,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,19,2026-06-19T04:21:03.491271+00:00,30.0,10.0,10.0,50.0,seqkit-untrimmed,11,72.84896501648252,True,False,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,19,2026-06-19T04:21:03.491271+00:00,30.0,10.0,10.0,50.0,unprocessed-barbell,12,70.8512807258586,True,True,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,19,2026-06-19T04:21:03.491271+00:00,30.0,10.0,10.0,50.0,chopper-untrimmed,13,70.49176026844113,True,True,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,19,2026-06-19T04:21:03.491271+00:00,30.0,10.0,10.0,50.0,filtlong-porechop_abi,14,45.193801716842664,True,False,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,19,2026-06-19T04:21:03.491271+00:00,30.0,10.0,10.0,50.0,filtlong-untrimmed,15,43.83603442465055,True,False,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,19,2026-06-19T04:21:03.491271+00:00,30.0,10.0,10.0,50.0,filtlong-dorado,16,42.76595789714384,True,False,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,19,2026-06-19T04:21:03.491271+00:00,30.0,10.0,10.0,50.0,filtlong-barbell,17,36.20503354718539,True,False,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,20,2026-06-19T11:30:26.936256+00:00,35.0,20.0,10.0,35.0,seqkit-dorado,1,93.28832447264818,True,False,True,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,20,2026-06-19T11:30:26.936256+00:00,35.0,20.0,10.0,35.0,chopper-dorado,2,90.65891146689974,True,False,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,20,2026-06-19T11:30:26.936256+00:00,35.0,20.0,10.0,35.0,unprocessed-porechop_abi,3,89.5582484396912,True,False,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,20,2026-06-19T11:30:26.936256+00:00,35.0,20.0,10.0,35.0,unprocessed-dorado,4,87.67993928003783,True,False,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,20,2026-06-19T11:30:26.936256+00:00,35.0,20.0,10.0,35.0,unprocessed-untrimmed,5,85.95752894893187,True,False,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,20,2026-06-19T11:30:26.936256+00:00,35.0,20.0,10.0,35.0,seqkit-barbell,6,84.14792519189145,True,False,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,20,2026-06-19T11:30:26.936256+00:00,35.0,20.0,10.0,35.0,chopper-barbell,7,80.81850077049042,True,True,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,20,2026-06-19T11:30:26.936256+00:00,35.0,20.0,10.0,35.0,fastplong-all,8,80.3369739300053,True,True,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,20,2026-06-19T11:30:26.936256+00:00,35.0,20.0,10.0,35.0,seqkit-porechop_abi,9,80.21168736666117,True,True,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,20,2026-06-19T11:30:26.936256+00:00,35.0,20.0,10.0,35.0,chopper-porechop_abi,10,78.01940187018141,True,False,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,20,2026-06-19T11:30:26.936256+00:00,35.0,20.0,10.0,35.0,seqkit-untrimmed,11,76.34344285347787,True,False,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,20,2026-06-19T11:30:26.936256+00:00,35.0,20.0,10.0,35.0,chopper-untrimmed,12,73.85595643431814,True,True,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,20,2026-06-19T11:30:26.936256+00:00,35.0,20.0,10.0,35.0,unprocessed-barbell,13,73.24999734915309,True,True,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,20,2026-06-19T11:30:26.936256+00:00,35.0,20.0,10.0,35.0,filtlong-porechop_abi,14,59.39144958753147,True,False,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,20,2026-06-19T11:30:26.936256+00:00,35.0,20.0,10.0,35.0,filtlong-untrimmed,15,57.46245346468572,True,False,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,20,2026-06-19T11:30:26.936256+00:00,35.0,20.0,10.0,35.0,filtlong-dorado,16,56.10114656351845,True,False,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,20,2026-06-19T11:30:26.936256+00:00,35.0,20.0,10.0,35.0,filtlong-barbell,17,48.10237478667847,True,False,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,21,2026-06-26T07:42:14.138061+00:00,35.0,20.0,15.0,30.0,seqkit-dorado,1,93.28832447264818,True,False,True,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,21,2026-06-26T07:42:14.138061+00:00,35.0,20.0,15.0,30.0,chopper-dorado,2,90.65891146689974,True,False,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,21,2026-06-26T07:42:14.138061+00:00,35.0,20.0,15.0,30.0,unprocessed-porechop_abi,3,89.5582484396912,True,False,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,21,2026-06-26T07:42:14.138061+00:00,35.0,20.0,15.0,30.0,unprocessed-dorado,4,87.67993928003783,True,False,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,21,2026-06-26T07:42:14.138061+00:00,35.0,20.0,15.0,30.0,unprocessed-untrimmed,5,84.4190674104703,True,True,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,21,2026-06-26T07:42:14.138061+00:00,35.0,20.0,15.0,30.0,seqkit-barbell,6,84.14792519189145,True,True,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,21,2026-06-26T07:42:14.138061+00:00,35.0,20.0,15.0,30.0,fastplong-all,7,82.00364059667196,True,True,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,21,2026-06-26T07:42:14.138061+00:00,35.0,20.0,15.0,30.0,seqkit-porechop_abi,8,81.87835403332784,True,True,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,21,2026-06-26T07:42:14.138061+00:00,35.0,20.0,15.0,30.0,chopper-barbell,9,80.81850077049042,True,False,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,21,2026-06-26T07:42:14.138061+00:00,35.0,20.0,15.0,30.0,chopper-porechop_abi,10,79.68606853684808,True,False,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,21,2026-06-26T07:42:14.138061+00:00,35.0,20.0,15.0,30.0,seqkit-untrimmed,11,76.47164798168299,True,False,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,21,2026-06-26T07:42:14.138061+00:00,35.0,20.0,15.0,30.0,unprocessed-barbell,12,74.91666401581976,True,False,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,21,2026-06-26T07:42:14.138061+00:00,35.0,20.0,15.0,30.0,chopper-untrimmed,13,73.2149307932925,True,False,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,21,2026-06-26T07:42:14.138061+00:00,35.0,20.0,15.0,30.0,filtlong-porechop_abi,14,64.39144958753147,True,False,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,21,2026-06-26T07:42:14.138061+00:00,35.0,20.0,15.0,30.0,filtlong-untrimmed,15,62.07783808007034,True,True,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,21,2026-06-26T07:42:14.138061+00:00,35.0,20.0,15.0,30.0,filtlong-dorado,16,61.10114656351845,True,True,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,21,2026-06-26T07:42:14.138061+00:00,35.0,20.0,15.0,30.0,filtlong-barbell,17,53.10237478667847,True,False,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,22,2026-07-17T05:15:29.320201+00:00,10.0,60.0,5.0,25.0,seqkit-dorado,1,98.03920418717534,True,False,True,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,22,2026-07-17T05:15:29.320201+00:00,10.0,60.0,5.0,25.0,chopper-dorado,2,95.30288824685306,True,True,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,22,2026-07-17T05:15:29.320201+00:00,10.0,60.0,5.0,25.0,unprocessed-porechop_abi,3,95.23089916522741,True,True,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,22,2026-07-17T05:15:29.320201+00:00,10.0,60.0,5.0,25.0,unprocessed-untrimmed,4,95.21950992371868,True,True,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,22,2026-07-17T05:15:29.320201+00:00,10.0,60.0,5.0,25.0,unprocessed-dorado,5,92.61404860934428,True,False,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,22,2026-07-17T05:15:29.320201+00:00,10.0,60.0,5.0,25.0,fastplong-all,6,89.38143461052869,True,True,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,22,2026-07-17T05:15:29.320201+00:00,10.0,60.0,5.0,25.0,seqkit-porechop_abi,7,89.33442107434249,True,True,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,22,2026-07-17T05:15:29.320201+00:00,10.0,60.0,5.0,25.0,seqkit-barbell,8,86.6876217295205,True,True,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,22,2026-07-17T05:15:29.320201+00:00,10.0,60.0,5.0,25.0,seqkit-untrimmed,9,85.81661061171565,True,True,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,22,2026-07-17T05:15:29.320201+00:00,10.0,60.0,5.0,25.0,chopper-untrimmed,10,84.81645904654417,True,True,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,22,2026-07-17T05:15:29.320201+00:00,10.0,60.0,5.0,25.0,unprocessed-barbell,11,83.96358179104902,True,True,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,22,2026-07-17T05:15:29.320201+00:00,10.0,60.0,5.0,25.0,chopper-porechop_abi,12,83.77333381567244,True,True,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,22,2026-07-17T05:15:29.320201+00:00,10.0,60.0,5.0,25.0,chopper-barbell,13,83.72934846531741,True,True,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,22,2026-07-17T05:15:29.320201+00:00,10.0,60.0,5.0,25.0,filtlong-porechop_abi,14,73.3889641472098,True,False,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,22,2026-07-17T05:15:29.320201+00:00,10.0,60.0,5.0,25.0,filtlong-untrimmed,15,69.59082193251871,True,True,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,22,2026-07-17T05:15:29.320201+00:00,10.0,60.0,5.0,25.0,filtlong-dorado,16,69.4665166136323,True,True,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,20x,22,2026-07-17T05:15:29.320201+00:00,10.0,60.0,5.0,25.0,filtlong-barbell,17,64.93789359080462,True,False,False,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
hac,100x,1,2026-06-11T03:58:21.440403+00:00,40.0,35.0,5.0,20.0,seqkit-barbell,1,98.10446395734878,True,True,True,1.0,ee7a50a277fef6153a1cc05f9cc2afd227e940efbd36a4c2b0abe9a57580901b,3e7cfddea1d70f28dbf0ec0a605e0a0e4201d8a77c82fc3d93e97e30380c297f,4d6b8cb1d482e5066f9ca575ebd3b67af4a32562
